"duplicatedProperties","specificity","specificityIdAvg","selectorsByAttribute","specificityIdTotal","colors","complexSelectorsByAttribute","universalSelectors","specificityTagTotal","expressions","specificityClassTotal","oldPropertyPrefixes","specificity_category","selectorsByTag","mediaQueries","rules","multiClassesSelectors","selectorsByClass","specificityTagAvg","specificityClassAvg","selectorsByPseudo","qualifiedSelectors","declarations","selectors","length","importants","oldIEFixes","complexSelectors","selectorsById","Defected"
0,20,0,1,0,1,0,0,0,0,4,0,"medium",0,0,1,0,2,0,2,1,0,2,2,89,0,0,0,0,True
1,10,0,0,0,5,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,8,1,539,0,2,0,0,False
0,20,0,0,0,1,0,0,0,0,4,0,"medium",0,0,1,0,2,0,2,2,0,2,2,94,0,0,0,0,False
0,20,0,0,0,2,0,0,0,0,4,0,"medium",0,0,1,1,2,0,2,1,0,2,2,89,0,0,0,0,False
0,20,0,1,0,1,0,0,0,0,4,0,"medium",0,0,1,0,2,0,2,1,0,2,2,95,0,0,0,0,True
1,10,0,0,0,5,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,8,1,538,0,2,0,0,False
0,20,0,0,0,1,0,0,0,0,4,0,"medium",0,0,1,0,2,0,2,2,0,2,2,92,0,0,0,0,False
0,20,0,0,0,2,0,0,0,0,4,0,"medium",0,0,1,1,2,0,2,1,0,2,2,87,0,0,0,0,False
0,20,0,1,0,1,0,0,0,0,4,0,"medium",0,0,1,0,2,0,2,1,0,2,2,93,0,0,0,0,True
0,10,0,0,0,1,0,0,0,0,2,1,"medium",0,0,1,0,2,0,1,0,0,2,2,113,0,0,0,0,False
0,22,0,0,0,4,0,0,4,0,4,0,"medium",4,0,1,0,2,2,2,2,0,7,2,523,0,1,0,0,False
0,31,0,0,0,4,0,0,3,0,8,0,"medium",3,0,1,0,6,1,2.67,2,0,7,3,562,0,1,0,0,True
1,10,0,0,0,5,0,0,0,0,1,1,"medium",0,0,1,0,1,0,1,0,0,10,1,683,0,2,0,0,False
0,31,0,0,0,5,0,0,1,0,3,1,"medium",1,0,1,0,3,1,3,0,0,8,1,576,0,1,1,0,True
0,12,0,0,0,1,0,0,2,0,2,0,"medium",2,0,1,0,2,1,1,0,0,1,2,80,0,0,0,0,False
1,10,0,0,0,4,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,7,1,509,0,2,0,0,False
0,31,0,0,0,5,0,0,1,0,3,1,"medium",1,0,1,0,3,1,3,0,0,8,1,562,0,1,1,0,True
0,22,0,0,0,1,0,0,2,0,4,0,"medium",2,0,1,0,4,1,2,0,0,1,2,107,0,0,1,0,False
0,10,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,0,3,0,1,0,0,1,3,77,0,0,0,0,False
0,10,0,0,0,3,0,0,0,0,1,1,"medium",0,0,1,0,1,0,1,0,0,3,1,205,0,0,0,0,False
0,10,0,0,0,5,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,7,1,474,0,1,0,0,False
0,10,0,0,0,5,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,7,1,471,0,1,0,0,False
0,10,0,0,0,5,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,7,1,474,0,1,0,0,False
0,10,0,0,0,5,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,7,1,473,0,1,0,0,False
0,10,0,0,0,4,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,448,0,1,0,0,False
0,10,0,0,0,4,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,452,0,1,0,0,True
0,10,0,0,0,4,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,460,0,1,0,0,False
0,10,0,0,0,4,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,457,0,1,0,0,False
0,10,0,0,0,4,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,460,0,1,0,0,False
0,10,0,0,0,4,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,6,1,459,0,1,0,0,False
0,10,0,0,0,1,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,570,0,0,0,0,False
0,10,0,0,0,1,0,0,0,0,1,1,"medium",0,0,1,0,1,0,1,0,0,3,1,117,0,0,0,0,False
0,30,0,0,0,5,0,0,0,0,8,0,"medium",0,0,1,3,3,0,2.67,2,0,8,3,572,0,1,0,0,True
0,10,0,0,0,1,0,0,0,0,1,1,"medium",0,0,1,0,1,0,1,0,0,2,1,92,0,0,0,0,False
0,20,0,0,0,4,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,6,1,470,0,1,0,0,False
0,20,0,0,0,4,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,6,1,470,0,1,0,0,True
0,20,0,0,0,4,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,6,1,470,0,1,0,0,False
0,20,0,0,0,4,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,6,1,467,0,1,0,0,False
0,20,0,0,0,4,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,6,1,470,0,1,0,0,False
0,20,0,0,0,4,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,6,1,469,0,1,0,0,False
0,10,0,0,0,7,0,0,0,0,1,1,"medium",0,0,1,0,1,0,1,0,0,9,1,617,0,1,0,0,False
