"duplicatedProperties","specificity","specificityIdAvg","selectorsByAttribute","specificityIdTotal","colors","complexSelectorsByAttribute","universalSelectors","specificityTagTotal","expressions","specificityClassTotal","oldPropertyPrefixes","specificity_category","selectorsByTag","mediaQueries","rules","multiClassesSelectors","selectorsByClass","specificityTagAvg","specificityClassAvg","selectorsByPseudo","qualifiedSelectors","declarations","selectors","length","importants","oldIEFixes","complexSelectors","selectorsById","Defected"
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,91,0,0,0,0,False
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,92,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,63,0,0,0,0,False
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,72,0,0,0,0,False
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,74,0,0,0,0,False
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,87,0,0,0,0,False
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,88,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,65,0,0,0,0,False
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,74,0,0,0,0,False
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,74,0,0,0,0,False
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,88,0,0,0,0,False
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,90,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,63,0,0,0,0,False
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,86,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,93,0,0,0,0,False
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,99,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,95,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,62,0,0,0,0,False
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,85,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,92,0,0,0,0,False
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,98,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,4,0,0,2,1,94,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,87,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,9,1,198,0,0,0,0,True
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,1,1,90,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,103,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,88,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,9,1,198,0,0,0,0,True
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,1,1,91,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,104,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,86,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,9,1,197,0,0,0,0,True
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,1,1,89,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,102,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,89,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,9,1,199,0,0,0,0,True
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,1,1,92,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,105,0,0,0,0,False
0,11,0,0,0,0,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,2,1,1176,0,0,0,0,False
0,20,0,1,0,0,1,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,76,0,0,0,0,False
0,30,0,1,0,0,1,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,4,1,151,0,0,0,0,True
0,31,0,1,0,0,1,0,1,0,3,0,"medium",0,0,1,0,2,1,3,1,0,5,1,145,0,0,0,0,False
0,41,0,1,0,0,1,0,1,0,4,0,"medium",0,0,1,0,2,1,4,1,0,3,1,133,0,0,0,0,False
0,41,0,1,0,0,1,0,1,0,4,0,"medium",0,0,1,0,2,1,4,1,0,3,1,139,0,0,0,0,False
0,41,0,1,0,0,1,0,1,0,4,0,"medium",0,0,1,0,2,1,4,1,0,3,1,135,0,0,0,0,False
0,41,0,1,0,0,1,0,1,0,4,0,"medium",0,0,1,0,2,1,4,1,0,3,1,137,0,0,0,0,False
0,50,0,1,0,0,1,0,0,0,5,0,"medium",0,0,1,0,2,0,5,1,0,1,1,134,0,0,0,0,True
0,50,0,1,0,0,1,0,0,0,5,0,"medium",0,0,1,0,2,0,5,1,0,1,1,138,0,0,0,0,True
0,50,0,1,0,0,1,0,0,0,5,0,"medium",0,0,1,0,2,0,5,1,0,1,1,135,0,0,0,0,True
0,50,0,1,0,0,1,0,0,0,5,0,"medium",0,0,1,0,2,0,5,1,0,1,1,137,0,0,0,0,True
0,20,0,2,0,0,0,0,0,0,4,0,"medium",0,0,1,0,2,0,2,0,0,3,2,183,0,0,0,0,True
0,21,0,1,0,2,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,13,1,297,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,1,0,3,0,0,2,1,135,0,0,0,0,True
0,21,0,1,0,2,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,13,1,300,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,1,0,3,0,0,2,1,139,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,65,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,1,0,1,1,49,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,1,1,41,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,3,1,77,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,3,1,91,0,0,0,0,False
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,150,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,4,1,120,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,178,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,6,1,121,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,3,1,103,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,4,1,148,0,0,0,0,True
0,40,0,2,0,0,0,0,0,0,8,0,"medium",0,0,1,0,4,0,4,2,0,2,2,189,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,172,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,4,1,122,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,182,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,4,1,96,0,0,0,0,False
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,142,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,4,1,130,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,189,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,5,1,128,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,131,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,178,0,0,0,0,True
0,40,0,2,0,0,0,0,0,0,8,0,"medium",0,0,1,0,4,0,4,2,0,1,2,196,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,5,1,130,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,2,1,101,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,178,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,157,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,5,1,129,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,1,1,76,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,176,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,5,1,123,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,1,1,73,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,165,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,143,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,76,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,6,1,179,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,2,1,110,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,194,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,183,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,77,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,6,1,180,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,2,1,111,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,198,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,184,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,75,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,6,1,178,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,2,1,109,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,194,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,180,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,78,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,6,1,181,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,2,1,112,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,198,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,187,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,63,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,5,1,110,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,1,1,67,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,4,2,193,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,75,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,4,1,112,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,4,1,122,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,162,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,5,1,131,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,3,1,103,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,145,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,158,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,6,1,131,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,0,0,4,1,110,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,1,2,131,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",2,0,1,0,2,1,3,2,0,2,2,153,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,61,0,0,0,0,False
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,4,1,180,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,3,1,165,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,4,1,141,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,104,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,154,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,167,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,3,1,175,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,3,1,188,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,145,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,3,1,181,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,156,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,157,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,148,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,3,1,193,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,158,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,170,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,96,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,0,3,1,81,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,2,1,82,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,1,2,93,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,5,1,176,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,2,1,71,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,2,1,73,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,1,1,87,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,63,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,65,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,2,1,107,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,60,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,61,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,1,1,68,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,1,2,81,0,0,0,0,False
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,2,1,72,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,2,1,106,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,1,2,79,0,0,0,0,False
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,61,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,64,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,2,1,76,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,2,1,104,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,1,2,87,0,0,0,0,False
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,80,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,82,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,2,1,80,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,1,1,83,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,1,2,95,0,0,0,0,False
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,2,1,93,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,2,1,93,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,2,1,79,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,1,1,82,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,1,2,93,0,0,0,0,False
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,2,1,93,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,2,1,91,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,2,1,74,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,2,1,101,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,1,2,83,0,0,0,0,False
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,64,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,65,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,2,1,73,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,2,1,99,0,0,0,0,True
0,21,0,2,0,0,0,2,2,0,4,0,"medium",2,0,1,0,2,1,2,0,2,2,2,107,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,2,1,74,0,0,0,0,True
0,11,0,1,0,0,0,1,1,0,1,0,"medium",1,0,1,0,0,1,1,0,0,2,1,100,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,65,0,0,0,0,True
0,21,0,1,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,0,1,1,1,66,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,2,0.5,1,0,0,2,2,68,0,0,0,0,True
