"duplicatedProperties","specificity","specificityIdAvg","selectorsByAttribute","specificityIdTotal","colors","complexSelectorsByAttribute","universalSelectors","specificityTagTotal","expressions","specificityClassTotal","oldPropertyPrefixes","specificity_category","selectorsByTag","mediaQueries","rules","multiClassesSelectors","selectorsByClass","specificityTagAvg","specificityClassAvg","selectorsByPseudo","qualifiedSelectors","declarations","selectors","length","importants","oldIEFixes","complexSelectors","selectorsById","Defected"
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,19,0,0,0,0,False
0,11,0,0,0,0,0,0,2,0,2,0,"medium",0,0,1,0,2,1,1,2,0,6,2,118,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,1,1,59,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,1,1,60,0,0,0,0,True
0,21,0,0,0,1,0,0,1,0,2,0,"medium",0,0,1,1,1,1,2,1,0,1,1,68,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,22,0,0,0,0,False
0,11,0,0,0,0,0,0,2,0,2,0,"medium",0,0,1,0,2,1,1,2,0,6,2,115,0,0,0,0,True
0,11,0,0,0,0,0,0,2,0,2,0,"medium",0,0,1,0,2,1,1,2,0,3,2,72,0,0,0,0,False
0,11,0,0,0,0,0,0,2,0,2,0,"medium",0,0,1,0,2,1,1,2,0,3,2,74,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,1,1,59,0,0,0,0,True
0,11,0,0,0,0,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,1,1,60,0,0,0,0,True
0,21,0,0,0,1,0,0,1,0,2,0,"medium",0,0,1,1,1,1,2,1,0,1,1,68,0,0,0,0,True
0,22,0,0,0,0,0,0,2,0,2,0,"medium",2,0,1,0,2,2,2,0,2,1,1,38,0,0,0,0,False
0,11,0,0,0,1,0,0,1,0,1,0,"medium",1,0,1,0,1,1,1,0,1,7,1,143,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,28,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,27,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,27,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,28,0,0,0,0,False
0,21,0,0,0,0,0,1,1,0,2,0,"medium",1,0,1,0,1,1,2,1,1,1,1,39,0,0,0,0,False
0,21,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,1,1,2,1,1,1,1,45,1,0,0,0,False
0,41,0,0,0,0,0,0,2,0,7,0,"medium",2,0,1,1,4,1,3.5,2,2,1,2,79,0,0,0,0,False
0,141,1,0,1,0,0,0,1,0,4,0,"high",1,0,1,1,2,1,4,1,1,1,1,61,0,0,0,1,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,8,1,158,0,0,0,0,False
0,21,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,2,1,2,0,1,1,1,50,0,0,0,0,False
0,11,0,0,0,0,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,9,1,143,0,0,0,0,False
0,22,0,0,0,0,0,0,2,0,2,0,"medium",1,0,1,0,2,2,2,1,1,1,1,44,0,0,0,0,False
0,11,0,0,0,1,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,9,1,156,0,0,0,0,False
0,22,0,0,0,0,0,0,2,0,2,0,"medium",1,0,1,0,2,2,2,1,1,1,1,52,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,52,0,0,0,0,False
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,0,3,1,3,0,1,2,1,66,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,81,0,0,0,0,False
0,21,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,2,1,2,0,1,1,1,39,0,0,0,0,False
0,11,0,0,0,0,0,0,1,0,1,0,"medium",0,0,1,0,1,1,1,1,0,8,1,123,0,0,0,0,False
0,22,0,0,0,0,0,0,2,0,2,0,"medium",1,0,1,0,2,2,2,1,1,1,1,56,0,0,0,0,False
0,100,1,0,1,0,0,0,0,0,0,0,"high",0,0,1,0,0,0,0,0,0,2,1,51,0,0,0,1,False
0,111,1,0,1,0,0,0,1,0,1,0,"high",1,0,1,0,1,1,1,0,1,1,1,40,0,0,0,1,False
0,101,1,0,1,0,0,0,1,0,0,0,"high",1,0,1,0,0,1,0,0,0,1,1,42,0,0,0,1,False
0,110,1,0,1,0,0,0,0,0,1,0,"high",0,0,1,0,1,0,1,0,0,1,1,39,0,0,0,1,True
0,111,1,0,1,0,0,0,1,0,1,0,"high",1,0,1,0,1,1,1,0,1,3,1,70,0,0,0,1,False
0,100,1,0,1,0,0,0,0,0,0,0,"high",0,0,1,0,0,0,0,0,0,1,1,22,0,0,0,1,False
0,100,1,0,1,0,0,0,0,0,0,0,"high",0,0,1,0,0,0,0,0,0,1,1,20,0,0,0,1,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,52,0,0,0,0,False
0,110,1,0,1,0,0,0,0,0,1,0,"high",0,0,1,0,1,0,1,0,0,5,1,107,0,0,0,1,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,4,1,71,0,0,0,0,False
0,100,1,0,1,0,0,0,0,0,0,0,"high",0,0,1,0,0,0,0,0,0,3,1,84,1,0,0,1,False
0,101,1,0,1,0,0,0,1,0,0,0,"high",0,0,1,0,0,1,0,1,0,4,1,74,0,0,0,1,False
0,100,1,0,1,1,0,0,0,0,0,0,"high",0,0,1,0,0,0,0,0,0,8,1,182,0,0,0,1,False
0,101,1,0,1,0,0,0,1,0,0,0,"high",0,0,1,0,0,1,0,1,0,5,1,120,0,0,0,1,False
0,101,1,0,1,0,0,0,1,0,0,0,"high",1,0,1,0,0,1,0,0,0,2,1,58,0,0,0,1,False
0,111,1,0,1,0,0,0,1,0,1,0,"high",1,0,1,0,0,1,1,1,0,1,1,51,0,0,0,1,False
